,review,mall_logo,date,name,star_score,label
270,영롱하니 이쁘당. 병행사서 후회한 뒤론 무조건 정품만 사야된다는걸 알았음.,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.07.03.,wo****,100,1
271,시시각각  변하는 조명까지 예쁘고 클릭이 잘 되어서 편하네요,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.08.08.,y*****,100,1
272,상품은 어제나 만족하고 있었으나 새로운 색상구입해서 마음 듭니다,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.09.02.,jc****,100,1
273,좋은 가격에 잘 구입했습니다 배송빠르고 판매자분도 친절하십니다,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.10.21.,de****,100,1
274,가성비로 워낙유명한마우스라 빅스때세일해서잘산거같아요,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.11.14.,jh****,100,1
275,정품 로지텍 마우스 성능 확실하네요 좋습니다,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.11.22.,ji****,100,1
276,우리 작은놈이 자기 용돈을 모아서 살 정도로  좋은 성능입니다.,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.12.14.,ne****,100,1
277,가격대비 만족합다 피시방 국민 마우스 ㅎ,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2022.02.18.,ye****,100,1
278,배송빠르네요언제나 쓰는 마우스라 품질은 예상했던 그대로,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2022.02.26.,yu****,100,1
279,전에사용하던게고장이나서급하게구매한건데사용하는데불편은없는듯하네요~,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2022.04.25.,ss****,80,1
280,아들 사줬는데 아들이 좋아해요 게이밍 마우스라 더 그런가봐요,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2022.07.12.,ju****,100,1
281,"배송도 빠르고 작동도 잘되네요. 
생각보다 이쁘고 깔끔합니다. ",//img.danawa.com/cmpny_info/images/TN118_logo.gif,2022.09.04.,96****,100,1
282,가격대비 만족되는 그립감 좋아요,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2022.12.25.,cr****,80,1
283,저렴하게 국민 마우스 잘 사용하겠습니다. 감사합니다.,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.04.08.,sa****,100,1
284,잘 받았어요 마우스 가볍고 좋네요 정품도 맞아서 as 걱정없구요,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.05.15.,lk****,80,1
285,반응도 빠르고 색상도 이쁘고 줄도 길어서 좋네요아주 좋아요 좋아요,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.05.20.,ne****,100,1
286,사무실서 쓰려고두개구매햇네요더블클릭증상 안나타나길 ... ㅋ 물건좋습니다,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.06.27.,ki****,100,1
287,로지텍코리아 G102 2세대 LIGHTSYNC 정품박스 블랙,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.09.11.,po****,100,1
288,로지텍은 믿고 씁니다. 무난하니 Dpi폭도 넓어서 잘쓰고 있어요,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2022.02.20.,xy****,100,1
289,쓰던 로지텍이 더블클러치 자주되서 샀는데역시좋네요 정품이 최곱니다,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2022.08.03.,lu****,100,1
290,배송도 빠르고 제품성능도 좋습니다. 게임컴에는 그만이네요,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.03.12.,sd****,100,1
291,조금 돈 더내고 다른거 사셔도되고 가성비로서는 베스트입니다,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.04.01.,ef****,100,1
292,가격도 저렴하고 색상도 이쁘고 아주 맘에듭니다.,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.05.15.,my****,100,1
293,화이트 넘 예쁜데여?때타려나 ㅎㅎㄹ 무지개빛으로 빛나고 완전 이뻐여,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.05.18.,mj****,100,1
294,배송 아주빠르고 좋아요 마우스도 적당하니 좋습니다.,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.05.19.,kn****,100,1
295,배송도 빠르고 색상도 맘에 들어요!!성능도 좋아요~~=,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.10.09.,yr****,100,1
296,"가성비 좋아요
감도 조절도 자유롭게 되네요",//img.danawa.com/cmpny_info/images/TN118_logo.gif,2023.02.28.,yg****,100,1
297,너무 좋습니다. 한 5년 넘게 쓴 마우스를 이제 바꾸네요^^,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.03.19.,gi****,100,1
298,전날 오후에 주문했는데 오늘 바로 왔고 포장도 꼼꼼해요 감사합니다?,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.04.10.,16****,100,1
299,괜찮은 가격에 성능 좋은 마우스,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.06.11.,is****,80,1
300,"지인 추천으로 주문했는데, 배송도 빨랐고 제품도 만족 합니다",//img.danawa.com/cmpny_info/images/ED910_logo.gif,2021.07.01.,co****,100,1
301,기존에 쓰는 제품이라 행사가격에 괜찮게 주고 구매했네요,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.11.10.,he****,80,1
302,배송이 빠르네요~~G hub도 정상작동하고 만족합니다~~,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.12.17.,pc****,100,1
303,색상이 쨍하니 이뻐요할인받아 착한가격에 잘산듯맘에들어요,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2022.03.11.,tt****,100,1
304,원래 쓰던게  더 무게감이있어 그런지 가볍게 느껴지네요 ㅠㅠ,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2022.06.21.,na****,80,1
305,좋은제품 저렴하게 잘 구입했습니다. 많이 파시고 사업번창하세요.,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2022.07.23.,gu****,100,1
306,빠른 배송 및 사용 만족감도 좋네요역시 명불허전 로지텍 입니다,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2022.10.07.,ul****,100,1
307,더블클릭 이슈 때문에 새로 샀는데 과연 얼마나갈지일단 상태 좋아요,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2022.12.15.,tk****,100,1
308,생각보다 이쁘고 괜찮네요하나 더 구매해놓을까 하다가 참습니다 ㅋ,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.05.14.,sa****,100,1
309,가격 금액에대비하여 좋아요 추천 햡니다..,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.05.16.,kj****,80,1
310,전에도 같은제품 구매했었는데 망가져서 재구매했습니다 만족해요,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.10.16.,le****,100,1
311,아무 마우스 쓰다가 바꾸니 좋네요.조금 무겁기는 하네요.,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.10.28.,ms****,100,1
312,성능좋고 여분으로 하나 더 구입했습니다 빨간색보라색초록색,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.11.16.,si****,100,1
313,휠소음 심합니드.......아하필 불량이라니 정품이라 위안삼음,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.11.27.,ho****,20,0
314,싼가격에 잘 산것 같아요~ 마우스 감도 좋아요,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2022.02.18.,sy****,100,1
315,배송 빠르고 정품박스 as 2년 모두 만족스러워요♡♡♡,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2022.02.19.,co****,100,1
316,로지텍 게이밍 마우스 G102 정말 좋습니다.,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2022.09.21.,mu****,100,1
317,완전좋아요 2개 째구매 한개는 노트북 한개는 테스크탑 ㅎㅎ,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2022.10.04.,sa****,100,1
318,상품 잘받았습니다.조카 컴퓨터 선물하면서 사준 마우스,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2022.07.31.,mo****,100,1
319,다른 송장번호가 입력되어서 좀 놀라긴했는데 정상적으로 잘 왔네요..,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.05.13.,si****,80,1
320,라일락 유선 로지텍 마우스 색상은 이뻐요,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.05.16.,ma****,80,1
321,박스 정품을 벌크보다 저렴하게 잘 샀네요.감사합니다.,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.05.20.,la****,100,1
322,1세대 사용중 더블클릭으로 인한 교체블루 구매 약간 촌스러운 색,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.06.03.,jj****,100,1
323,배송만족 상품도 매우 만족합니다. 아들도 좋아해요,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2022.01.11.,s5****,80,1
324,손에 잡히는 느낌이 좋아요탁 탁 소리도 경쾌해요 ㅋㅋ,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2022.08.22.,dg****,100,1
325,좋아요 ㅎㅎ 역시 로지텍!! 가성비 좋습니다,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.05.17.,gu****,100,1
326,상품 배송 빠르네요. 상품 자체도 매우 만족스럽습니다.,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.05.19.,ad****,100,1
327,배송도 빠르고 색상도 너무 맘에 드네요 이뻐요 많이 파세요.,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.06.15.,pi****,100,1
328,에휴 제품은 괜찮아요 로지텍이 문제네요 ㅠㅠ 버그있내요,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.06.16.,ys****,60,2
329,사무실서 쓰려고 구입햇어요 라일락없어서 아쉬웟지만 물건은 좋습니다,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.06.27.,ki****,100,1
330,역쉬 부드럽고 정밀합니다. 포장이 심플해도 문제는 없네요,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.09.16.,ad****,100,1
331,배송 빠르고 마우스 잘 됩니다!! 강추드립니다!!,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.10.28.,ga****,100,1
332,정품은 맞지만 박스의 시리얼과 일치하지 않는건 좀 찜찜합니다.,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2022.01.25.,ho****,60,2
333,마우스가 고장나서 급하게 샀는데 아주 잘 쓰고 있습니다,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2022.03.05.,re****,100,1
334,마우스는 이것만 써요 좋아요 몇개씩 쟁여놓고 씀 ...,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2022.03.27.,da****,100,1
335,배송도빠르고 제품도 추천받고 구매했어요 정품이 맞으면 좋겠어요,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2022.10.25.,kj****,100,1
336,배송이빠르군요 ! 몇년 쓰다보니까? 새로 구입하였습니다. 좋아요,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2022.12.03.,jy****,100,1
337,선길고 감도 괜찮네요 정품이라 as가능하고 만족합니다,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2023.02.21.,ya****,100,1
338,기존거 고장나서 똑같은거 구입합니다.쓰던게 역시 제일 좋더라구요.,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2023.02.23.,ev****,100,1
339,마우스 세일해서 가격도 착하고  좋아요,//img.danawa.com/cmpny_info/images/TN118_logo.gif,2021.04.01.,re****,100,1
340,무선마우스가 잘안되서 엄청 답답했는데 빠른배송 감사합니다.,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.04.05.,kj****,100,1
341,"배송빠름 적극추천합니다..좋아요.,.좋아요..강추합니다.",//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.04.30.,hs****,100,1
342,디자인도 이쁘고 성능도 만족합니다,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.05.13.,cr****,100,1
343,2년보증 정품 맞구요배송 빠르고 가격도 착하고,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.05.13.,hu****,100,1
344,잘 쓰고 있습니다. 저렴한 가격에 잘 샀어요,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.05.27.,kt****,80,1
345,라일락 색이 이쁘네요. 로지텍코리아 정품 배송됩니다.,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.09.03.,so****,100,1
346,배송 좋습니다. 무난하게 쓰기 좋은 마우스입니다.,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.10.26.,ko****,100,1
347,"부드러운 움직임, 다음에는 무선으로다가 업해야겠다",//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.11.13.,se****,100,1
348,배송도 빠르고 가존에 사용하던 제품이네여제발 뽑기운이 좋길!!,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2022.01.27.,on****,100,1
349,매우잘 사용하고 잇습니다 이전에 사용햇던제품인데 편하고 좋아요,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2022.02.25.,sp****,100,1
350,나쁘지 않지만 가끔 오른쪽 클릭이 씹힌다네요,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2022.12.13.,tj****,60,2
351,항상 믿고쓸수있는 로지텍마우스 품질도 마음에 듭니다,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2023.02.25.,lu****,100,1
352,로직텍마우스 잘 사용 할께요  좋은 제품 좋은 제품,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.03.17.,oj****,100,1
353,정품 맞고 성능도 기대이상입니다. 맘에 들어요.~,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.04.30.,un****,100,1
354,SN정상등록되고 G-HUB정상인식 되는 정품이네요  배송빨라요,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.06.01.,wn****,100,1
355,쿠팡에 있다던 가짜때문에 걱정했는데 정상적으로 정품 받았습니다,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.07.08.,hs****,100,1
356,기본 이상은 합니다. 괜히 국민마우스가 아님.,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.10.25.,lu****,100,1
357,항상 쓰던제품배송 빠르고 좋은 가격에 구매했어요,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.11.20.,fo****,100,1
358,정품이고 배송도 빠르고 마우스 마음에 듭니다 ㅎㅎ,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.12.29.,dl****,100,1
359,쓰던 마우스가 고장나서 구입했어요. 싸고 좋습니다.,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2022.02.20.,jh****,80,1
360,만족합니다. 원하던 색상이라 아주 마음에 듭니다.,//img.danawa.com/cmpny_info/images/TN118_logo.gif,2022.03.02.,ya****,100,1
361,다른 곳엔 화이트밖에 없어서 블랙 찾아서 구매했습니다.,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2022.04.25.,ni****,100,1
362,배송 빠르고 마우스 감 아주 좋습니드.강추!!,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2022.06.22.,ka****,100,1
363,큰애가잘활용하고있습니다.게임용 ㅋㅋㅋ좋아라합니다.감사합니다.,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2022.08.18.,b1****,100,1
364,대체로 게임하는데 반응속도가 좋아서 만족합니다.,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2022.12.13.,is****,80,1
365,로지텍 처음 사용해 보는데 만족하고 있습니다,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.07.26.,oh****,100,1
366,부드럽고 손에 감기는맛이있네요  게임할때 매우 편리하네요,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.03.04.,ad****,100,1
367,가격도 저렴하고 성능또한 굿,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.05.21.,lj****,100,1
368,속도감 좋고 그립감도 괜찮아요.,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.05.21.,ps****,80,1
369,빠르게 배송 잘 받았습니다.잘 사용하겠습니다.좋은거 같아요,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.06.21.,su****,100,1
370,배송도 빠르고 마우스도 깔끔하게 와서 좋네요,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.08.12.,al****,100,1
371,속도 빠르고 그립감 좋고 굿입니다ㅡ,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.11.01.,qu****,100,1
372,배송 빠르고 정품 깔끔하게 포장되어 왔네요잘 쓸게요,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2022.02.26.,kk****,100,1
373,헥커를쓰다가 바꿨는데 편하고 좋네요 배송도 생각보다 빨랐어요,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2022.03.21.,bo****,100,1
374,dpi를 입맛대로 5개까지 등록해서 조절할수있어 아주좋다,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2022.10.03.,wo****,100,1
375,오래갔으면 좋겠네요. 요즘 마우스들 왜 이런지.,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2023.01.31.,S|****,80,1
376,1세대 2세대 전부사용중인데 특별한 고장없이 잘쓰고있어요,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.03.02.,ur****,100,1
377,아주 잘 받아서 잘스고있습니다. 배송도 나뿌지 않게 왔어요,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.03.25.,jk****,100,1
378,빠른 배송에 감사하며 늘 애용하고 있습니다. 건강하세요. ,//img.danawa.com/cmpny_info/images/ED910_logo.gif,2021.03.28.,tr****,100,1
379,언제나 믿고 사는 로지텍 적어도 망하는 경우는 없다,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.05.10.,lu****,100,1
380,배송 빠르고요 마우스 성능 좋아요,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.05.31.,ss****,100,1
381,좋은 상품 사용하게 되어 기쁘고요 감사해요. 강추합니다,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.07.11.,je****,80,1
382,잘쓰고 있습니다 부드럽고 편하고 빠르고 좋습니다 잘쓸게요,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.09.04.,mb****,100,1
383,빠른 배송 저렴한 가격 감사합니다^^~,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.11.10.,ho****,100,1
384,감사합니다 잘쓰겠습니다 아들이 엄청 좋아 합니다정품 입니다,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.11.10.,pa****,100,1
385,피시방에서 느끼는 기분을 집에서도 느껴요 너무 좋아용 ㅠㅠ,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.09.09.,tn****,100,1
386,배송빠르고 좋아요.정품 로지텍 마우스.,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.11.29.,fa****,100,1
387,역시 마우스는 로지텍잘사고  질쓰고있어요,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.12.07.,sa****,100,1
388,로지텍 제품은 믿고 구매합니다.두번째 구매 합니다.,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2022.02.18.,he****,60,2
389,좋아요..가격도 성능도 좋아요..,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2022.02.22.,so****,100,1
390,아들을 위한 선물 이벤트 입니다예쁘네요오래쓰면 좋겠어요,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2022.02.23.,fu****,100,1
391,믿고 쓰는 로지텍 마우스 가성비도 좋아요,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2022.10.12.,te****,100,1
392,정품 기모찌그립감 지림조명 쌉간지,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2022.09.30.,on****,100,1
393,게임에 적합한 마우스고 정말 맘에 들어해요,//img.danawa.com/cmpny_info/images/ED901_logo.gif,2021.04.13.,vi****,100,1
394,"배송 엄청 빠르고,  저렴하게 잘 구매했습니다.",//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.04.23.,oa****,100,1
395,색도 예쁘고 한정판이라서 더욱 만족스럽습니다.,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.06.24.,kg****,80,1
396,병행 쓰다 몇달만에 고장 나서 정품 다시 구입...ㅠㅠ,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.11.11.,pj****,100,1
397,가성비로 쓰기 좋아요 빠른배송 감사합니다~,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.12.18.,wk****,100,1
398,사용하던 로지텍마우스에 변화를 주고자 새로구입했네요.,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2022.02.22.,ph****,100,1
399,"가성비 좋은 제품, 배송도 빨라 좋았습니다",//img.danawa.com/cmpny_info/images/EE715_logo.gif,2022.06.09.,ph****,100,1
400,아주좋아요 2세대 LIGHTSYNC 정품이네요 감사합니다,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2022.07.19.,sl****,100,1
401,아직 사용은 안했지만 포장도 좋고 배송도 빠르네요.,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2022.09.20.,pa****,100,1
402,보라색 이쁘네용~ 한번 써보고 싶었던 제품이라 샀어요.,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2022.12.17.,be****,100,1
403,"가볍고, 반응 좋고, 내부 LED 컬러도 이？니다.",//img.danawa.com/cmpny_info/images/TH201_logo.gif,2023.02.01.,jk****,100,1
404,배송도 빠르고 그립감이 좋네요,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.05.11.,aa****,100,1
405,g102만 세개째 쓰고있는데라일락 색감 죽입니다.ㅋㅋ,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.05.20.,tt****,100,1
406,아이들 넘 좋아으하고 박스에 포장잘되어서 왔어요,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.05.21.,jj****,100,1
407,좀 작은 느낌이 있어요 중학생 아이는 딱 좋다고 하네요,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.05.22.,tb****,80,1
408,그립감 좋고 잘 작동합니다.,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.05.23.,jy****,100,1
409,색도 좋고쿠폰덕에 가격도 좋고배송 빠르고,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.06.18.,vi****,100,1
410,두번째 구매입니다.가격 좋고 감도 좋습니다,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.08.03.,po****,100,1
411,사무실에서 써보니 좋아서 집에서 쓰려고 추가 구입했네요,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.11.10.,na****,100,1
412,사용하기 편하고 부드러워서 너무 좋습니다.잘쓰겠습니다.,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.11.21.,pe****,60,2
413,고장도 안나는 g1 을 10년쓰다 이번에 바뀌 봤어요,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2022.02.23.,ja****,100,1
414,그립감도 좋고 잘 작동합니다,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2022.02.10.,ha****,80,1
415,잘됩니다 가격도 저렴하고 많이파세요,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2022.06.24.,sa****,100,1
416,사이트 들어가서  감도조절이랑 램프조절하니 신세계,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.10.13.,eu****,100,1
417,배송도 빠른편이구요 정품을 싸게 산것 같아요 감사합니다,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2022.10.15.,gn****,100,1
418,기대하던대로 성능 좋고 상태 좋습니다!,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2023.01.29.,ta****,100,1
419,그립감이 좋아요 괜찮습니다.,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2023.02.07.,sa****,100,1
420,저렴한 가격빠른배송 만족,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.08.02.,do****,100,1
421,맘에 드는 제품 잘 쓰고 있어요 재주문도 하고 싶어요,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.12.02.,js****,80,1
422,g1마우스 쓰다가 신제품으로 넘어왔네요.잘쓸께요~~~,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.12.31.,ss****,100,1
423,아이가 쓰려고 급하게 쓰려고 구매했는데 좋다고 하네요,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.03.07.,la****,100,1
424,아이가 기존에 사용하던 제품이 고장나 신형으로 구매함,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.03.20.,mr****,100,1
425,부드럽게 잘됩니다무게도 적당하네요,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.05.10.,sm****,100,1
426,제품 만족합니다 배송 빠르게 잘 받았습니다,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.05.12.,dw****,100,1
427,앞으로도 많은 행사와 착한가격 부탁드려요,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.05.17.,lu****,80,1
428,좋은가격에 가성비 굿입니다,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.05.18.,os****,100,1
429,저렴한 가격으로 잘 구매하였습니다,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.05.19.,kb****,100,1
430,손이 큰 편인데 그립감 좋아요,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.05.19.,po****,100,1
431,무난하고? 나쁘진 않아요. 잘산것같네요?? 좋아요,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.06.16.,se****,80,1
432,빠른배송과 적절한가격이 마음에 듭니다.,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.09.09.,wo****,100,1
433,저렴한 가격에 만족...,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.11.10.,yy****,80,1
434,저렴한 가격에 만족...,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.11.10.,go****,80,1
435,사용했던 제품 조카 선물로 사줬는데 아주 좋아합니다,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2022.01.17.,po****,100,1
436,신속정확 품질 우수 강추합니다.,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2022.02.17.,tj****,100,1
437,로지텍 G102 마우스 좋아요...,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2022.02.17.,jh****,100,1
438,정말이지 적극추천합니다 사장님 번창하시고 대박나세요,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2022.03.17.,94****,100,1
439,색상도 예쁘고 클릭도 잘 됩니다.,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2022.04.28.,ad****,100,1
440,빠른배송에 가격도 만족스럽네요,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.07.20.,da****,100,1
441,사용 전이지만 믿고쓰는 g102정품이라 더 믿습니다,//img.danawa.com/cmpny_info/images/TH201_logo.gif,2021.07.13.,je****,80,1
442,부드럽고 가볍네요 아담해서 여성이 쓰기 좋고,//img.danawa.com/cmpny_info/images/ED901_logo.gif,2021.03.22.,th****,100,1
443,그립감이 좋고 사용이 편해요,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.04.25.,yn****,100,1
444,라일락색도 사두고 싶었는데 싸게 잘사둔것같네요.^^,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.05.13.,br****,100,1
445,저렴하게 잘 샀습니다 색이 생각보다 진하네요,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.05.14.,as****,100,1
446,클릭소리가 좀 크지만 좋네요~,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.05.18.,mo****,100,1
447,원래사용하던거라 좋아요~ 배송도 빠르고 추천해요,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.05.21.,mi****,100,1
448,벌크 아니고 정품 박스 포장 제품 입니다,//img.danawa.com/cmpny_info/images/EE128_logo.gif,2021.06.01.,ey****,100,1
449,사용감은 좋은데 가격대가 부담된네요...,//img.danawa.com/cmpny_info/images/EE715_logo.gif,2021.08.21.,yd****,80,1
