,text,year,quarter,month,label_old,label_new
123,김치 맛이 좋아서 재구매 입니다 스티로폼 용기에 한 귀퉁이가 다 날아 갔네요 주먹 하나가 들어 갈 만큼 그래서인지 김지 넣은 포장 비닐이 빵빵하게 부풀어 올랐습니다 대한통운 잘 못인지 스티로폼 문제인지,2022,2,4,3,0
124,이쁘게 그릇에 옮겨담아놓고 흐믓흐믓ㅎ맛도 심심하니 좋아요젖갈맛도 느껴지고 배추가 싱싱하게 아삭해요전라도 김치에 식상해서 구매햇는데 정말 맛있어요이렇게 맛있으니 국산퍼 맞겠지요,2022,3,8,4,1
125,번째 키로 주문첫주문시 너무 싱거웠으나 국산이라 시켰는데 요번에 오자마자 먹어봤더니 맨입으로 먹었응땐 짭쪼름해서 맛있었는데 밥이랑 먹으면 많이 싱거움친언니도 싱거워서 젓국넣고 다시 간을 한다네요 조금 더 간을 해주세요 ㅠㅠ,2022,3,9,1,0
126,일단 모든 재료 국산이라 안심이고  일단 맛이 없으면 안 사지요ㅎㅎ 맛있어요이  가격이   국산재료인데 가격이 착하네요 추천합니다,2023,1,1,4,1
127,사대부 김치는 처음 구입 했어요전 재료 국내산이라 믿고 구입 했어요색도 그럭저럭 괜찮아요요즘 김치값이 많이 올랐는데쿠폰 사용해서 할인 받았어요먹어보고 맛있으면 또 구입할게요계속 좋은 재료로 만들어 주세요,2021,4,11,3,1
128,매우 맛있습니다 지난 몇번 갑자기 너무 매워져서 먹기 힘들어 다른곳에 갔다가 왔더니 원래 맛으로 돌아왔네요 배추도 싱싱하고 양념속도 푸집네요 젓갈냄새도 심하지 않아 좋아요,2022,2,6,4,1
129,다른곳 삿다가 아이가  지난번 김치가 맛있다고해서 주문했어요 잘왔고 비닐이 한겹이라 좀 의아했어요 스티로폼박스 깨지면 바로 비닐인데 비닐한겹더 넣으시지 맛도좋고 김치는 좋아요,2021,4,11,4,1
130,가족들이 맛좋다고 난리가 났어요배추가 씹을수록 달고 맛이 좋네요 아주 시원한 깔끔한 뒷맛이예전 울엄마가 담궈주신 김장김치맛이에요다먹고 또 재구매할게요맛있는 김치 만들어 주셔서 감사합니당,2022,3,8,4,1
131,시원하고 맛있어서 재구매 할 예정입니다 생것도 맛있지만 살짝익으니 먹는내내 맛있어요 처음엔 조금매운듯하였으나 익혀먹으니 안메워요 찌게끓여도 시원해요 전부썰어서 김치통 두개나왔어요 양도 풍부하고 좋네요,2022,4,11,4,1
132,늘 여기서만 김치구매해서 먹고 있어요 이번 김치는 심심해서 한포기 꺼내서 손으로 쭉쭉 찢어서 고추가루 설탕 쪽파넣어서 겉절이처럼 먹었더니 식구들 모두 잘 먹어요 아무래도 또 구매해야 겠어요,2021,4,10,4,1
133,보통 비닐 이중포장후 스티로폴박스로 배송인데요 이중포장 안되어 있었고 김치봉지 옆구리가 찢어짐 스티로폴박스가 깨져서 도착 김치국물이 보이고 새어나왔음요,2022,4,12,2,0
134,배송 과정에서 흔들려서 그런지 국물이 반쯤 새어서 박스안이 흥건하네요다행히 내용물은 그대로여서 꺼내어 맛을보니 꽃게 육수롤 사용해서 그런지 달작지근하고 약간 싱거워서 젓갈을 더 넣으니 맛이 살아나네요,2022,1,1,3,0
135,사대부 포기김치 메이커 김치 먹다 사대부는 처음인데 주문 후 바로 무채를 넣어 버무린 신선한 김치를 다음날 빠른 배송으로 보내주셨네요 글구 고추가루 색깔도 이쁘고 맛깔스럽네요,2022,4,11,4,1
136,저도 스티로폼 박스가 터져서 테이프로 칭칭 감긴 채 택배기사님이 들고 오셔서 내용물에는 이상 없다 해서 받았어요 배추가 큰 편이라 줄거리 쪽은 허연 게 좀 잘 안 익네요 좀더 익혀서 먹어봐야 겠어요,2021,4,12,2,0
137,상자부터 불안하더니 역시나내부에 김치 국물이 터져서 흥건옮겨 닮고 치우는 것만 해도 여기저기 국물 묻어나고 치워내면 고춧가루가 어마어마 하고후우포장을 왜 이렇게 했는지 모르겠네요,2022,1,1,1,0
138,아이스박스가 다터져서 택배사가 덧댄 비닐에도 김치국물이흔건히 배어있는 상태로 배송 되었습니다이런상태의 김치를 어떻게 먹겠습니까재발송해 주시고 지금받은 김치는 어떻게 처리합니까,2023,1,1,0,0
139,아버지께서 김치킬러이신데 약감 소금에 덜 절였고좀 더 숙성시키면 맛있을거라 그러시네요액젓도 가정에서 손수 담그는것보다 더 들어가신거같다하시고요배송 느린거빼고 맛도 가격도 좋아요잘 먹겠습니다,2021,4,11,4,1
140,밤시 퇴근해서 집에 왔는데 김치가 다 새서 누가 했는지 스티로폼 위에 큰 비닐을 싸서 택배왔더라구요 ㅜ김치국물 치우느라 한시간 걸림  맛있어서 재구매으ㅐ스는데 또 이럴까봐 무서워 주문하겠습니까,2021,4,12,2,0
141,사대부김치  빠른배송 잘 받았습니다 국산고급양념으로 어우러져 맛깔나고 정말 맛나네요저번에도 몇 번 구매해서 먹었는데앞으로도 정성으로 만든 사대부 김치는 계속 구매하겠습니다 수고하세요,2022,2,5,4,1
142,비닐포장이 부풀어 있어서 익었을까봐 걱정했는데 갓담근 김치맛이예요살짝젓갈향이 군침돌게 하네요총포기 반으로 갈라 양념해서 왔어요짜지 않고 단맛 적당하고 맵기도 적다아주 좋아요,2022,4,11,4,1
143,벌써 세번째 구매 가격이 갑자기 조금 올라서 놀랐는데 맛이 좋고 신선해서 또 구매하게 되었네요 김치는 우리 집의 기본 메뉴라서 많아도 얼마든지 소화 가능해서 또 구매해서 쟁겨 놓았어요 마니 파세요,2023,1,3,4,1
144,한결같은 식 감이 다 익을 때 까지도  계속되네요여름철 밥맛이 없을 때에도 아주 좋습니다 계속 강원도 배추와 부 재료는 국산을 계속 사용해서 고객들의 만족을 주신다면 감사하겠습니다,2022,3,7,4,1
145,스티로품까지 다 깨져서 왔어요 교환발송하라는데 깨진걸 국물 다 흐르는데 어떻게 보낼까요 재활용 쓰레기장에서 주워다 담아서 보낼까 하다가 다른사람에게 또 보낼까 싶어서 그냥 폐기하고 다 버렸습니다 구매하실분들은 꼭참고하세요,2022,4,12,0,0
146,일에 주문한 게 오늘 일 오후 늦게야 도착제조일자는 일열흘 이전에 담근 김치를 보냈음게다가 벌써 익어서 봉지가 빵빵하게 부푼 채로 도착 비닐봉지 밑이 새서 김칫국물이 뚝뚝 떨어짐,2021,4,12,0,0
147,다른 김치 먹다가 작년에 사대부김치를 맛 본 이후로는 단골이 됐습니다 이전 것에 비해 이번 것은 좀 짭짤한 편인데 맛은 여전히 좋네요 계속 구매할 예정이니 변함없이 맛있는 김치 부탁드립니다,2022,2,5,4,1
148,갓 담은 김치 잘 받았어요간은 짜지않고 잘 맞는데머리 부분으로 갈 수록 양념도간도 너무 안되어 있어 완전 생 배추예요ㅎㅎㅎ  좀 익음 간이 베겠죠다른 부분은 싱싱하고맛 있어요,2022,3,8,4,1
149,사대부 포기김치를 번째 구매하는데 이번에 온것은 마음에 안듭니다 생김치는 아니고 약간 익어서 왔는데이것은 별 문제아닌데 김치가 너무 희멀건하고 물이너무 많고 절임배추 수준을 겨우 벗어났어요,2022,4,12,1,0
150,여러군데 시켜봤는데  여기가 등이네요맛있어요  밥이랑 먹으면 간도  딱맞고  다른데 처럼  김치대가  뻣뻣하지도 않고  왔을때  바로 맛있는건 여기가 처음통에 옮기면어 맨입에 많이 먹었네요재구매의사 있어요,2021,4,10,4,1
151,너무 맛있는 사대부김치 항상 이것만 시켜먹어요 한번도 맛이 다르게 온적이 없이 변함이 없네요 오자마자 보쌈해서 밋나게 먹었습니다 짜지않고 배추도 시원하고 너무 아삭합니다 잘먹겠습니다,2023,1,2,3,1
152,사대부 김치만 먹는데 예전에는 배송날짜 변경해주셨는데 이번엔 안해주시더라구요주문 바로 담날 배송완료고지되어있는 배송예정일과는 다르더라구요참고하세요일끝나고 밤에 김치 옮겨담느라 고생했어요ㅜㅜ,2023,1,3,3,0
153,김치 만든지 몇일된거 같은 김치가 배달되어왔어요 제조일은 없고 품질유지기간이 년월일이네요 그럼 생산일은 년월일 암튼 당일 생산출하제품이 아니라서 물도 많이 생겼어요,2022,1,1,2,0
154,김치란게 배추부터 제대로 절여야 양념이베여서 맛이 나는데  이런 배추는 배추속의 물이 나와 김치 맛을 버린다 요즘 판매 김치들이 배추가 싱거워 맛이 없다  소금을 더 세게 절여라,2022,2,6,0,0
155,좋은  재료  과하지 않은 가격 아마도 대기업에도  하는 것 같은데  저는 정말 마음에 드는 김치예요 빅세일로 가격 너무 좋아요 맛있게 먹겠습니다  감사합니다,2022,3,8,4,1
156,다른데서 사다가 여기선 처음 사봤는데 우선 배추가 큼직하고 아삭아삭 조미료 맛이 나지만 맛도 좋은 편이고 짜지도 않습니다 국산재료에 가격도 착한 편이니 재구매할 것 같습니다,2022,1,2,4,1
157,사실도착예정이 일정도 걸리는것같아 계속 쉬어서 올까봐걱정했는데 하루만에 도착비닐 열자마자 신선한 김치냄새가 솔솔갠적으로 사대부 진짜 맛나요빠른배송과 안전포장 감사합니다,2022,3,8,4,1
158,김치 꼬다리가 싱싱하지 않은게 쪽 있어서 걱정했는데 익으니 맛있네요막 받았을때는 심심한 맛이었는데 익으니까 정말 맛있어요텁텁한 맛이 없고 시원 칼칼한 맛이에요,2022,3,8,4,1
159,욕 나오네 진짜 소비자들이 김치 터진다고 그렇게 비닐한겹 덧씌우라고 요구해도 들은척만척 하더니 나도 이런 더러운 터진 김치를 받았네 스티로폼 부서진부분은없는데 안에서 압력과 무게로 터짐,2023,1,2,0,0
160,국산재료국산김치 완전믿고먹음 양념도 적당해요 익으면 더 맛남 무나 파같은 양념이 많지않아 애들이 편하게먹지만 더 있음 어른은 좋지요초록도 거의없음,2021,4,12,4,1
161,여기꺼만 세번째 먹고있어요무채를직접 썰어서 마지막 먹을때까지 무르지안고 젖갈지 적절히들어가서 감칠맛나고  익을수록 맛있어요 개월전보다 가격이 배로올라서 아쉬어요 그래두 여기꺼만 먹을래요,2022,3,9,4,1
162,배송에 문제가 있네요 김치가 시어지면서 가스가차서  박스는 다 터지고 비닐봉투는 터지기 일보직전꺼내서 먹어보니  너무시어서 도저히 그냥 먹을수가 없습니다신 김치찌개나 해먹어야할듯합니다,2022,3,8,0,0
163,매번 사대부  김치를 시켜 먹습니다 가성비 좋고요맛도 괜찮습니다 브랜드네임에서 좋은 느낌을 받습니다위생과청결안전한 식재료 먹거리로 꾸준히 관리 잘해주세요,2022,4,12,4,1
164,받자마자 먹어봐서 며칠두었다 먹으면 맛이 있을거같고 심심하고 양념이 생각보다 고추가루보다 고추갈아서 많이 넣은것같고 맛들면 시원한맛날것같고  금방은  맛있다하는 맛은 안느낌,2021,4,10,3,0
165,나이드니 김치 담그는 일도 힘에 부쳐 사먹는게 낫겠다 싶어졌네요ㅜㅜ 사대부김치는 직접 담근 김치보다 맛있네요  짜지 않고 시원합니다 가성비 최고예요 김치 걱정에서 해방주셔서 감사합니다,2021,4,10,4,1
166,국산김치라고 해도 고춧가루는 중국산을사용하는곳이 많던데사대부김치는 고춧가루도 국산이라늘 믿고 구매하는곳입니다앞으로도 계속 구매할거예요맛도 좋구 배송도 빠르고,2022,1,1,4,1
167,좋아보이네요 아직 먹지는 못했지만 김치를 막한 냄새가 좋아요 며칠 익힌 후 먹어 보아야 겠지요 강원도 김치니까 믿고 맛있을것 같아요 좋으면 다시 그매 할게요 많이 파세요,2023,1,2,4,1
168,김치 맛과 싱싱함은 다 좋아요 다만 이번상품에 밀봉한 케이블타이 주변 비닐 부분이 조금 지저 분해 보였는데포장 할때 위생에 신경 써주길 바라면서 별 개 뺐어요,2021,1,3,3,1
169,맛있어서 종종 주문하는데 이번에 김치 냉장고 주문하고 김치를 넣어서 며칠 보관 후 먹었더니 훨씬 더 맛있네요 그래서 주문한지 얼마 안 됐는데 벌써 김치가 많이 줄었어요,2021,2,6,4,1
170,늘 먹고 있었는데 이번에 받은게 터져서 김치국물이 바깥으로 새어나와 갈등했습니다이 더운날씨에 혹시나 상하지않았나 싶어서요반품 생각 있었지만 그냥 먹어보기로 했어요포장 배송에 신경 써주세요,2022,3,7,0,0
171,딜 떠서 국산이라해서 처음 주문해봤는데 맛이 감칠맛이 없어요무슨 포인트가 없네요여기저기 사먹다보니  단맛이 많은곳젖갈맛이 나는곳 다 다른데  여기김치는 표현이 안되요,2022,3,8,2,0
172,배추김치 지난달에 주문한거 다른 집에 선물로 보내주고 이번에는 제가 먹습니다강원도 사대부 김치 번째 주문해서 먹는데 맛은 예전에 먹던 맛그대로 같네요 맛있게 잘먹겠습니다 감사합니다,2023,1,3,3,1
173,사대부 포기김치  국산  농산물 배추김치음 조금 심심한 느낌은 있어요  국산재료인데 이정도가격이면 좋네요잘먹을께요,2021,2,6,2,1
174,잘 받았습니다지난번에는 좀 짭조름 했었는데 익으면서 맛이 좋아졌죠 이번에는 간이 적당하게 들었네요익기전인 지금도 먹기 좋습니다그리고 김장철이 되어서 그런지 배추도 맛있어요,2021,4,11,4,1
175,처번에 시켰을때는 생김장 김치라 좋았는데 이번에는 익어서 보내줘서 아쉽네요 생지먹고 익혀서 먹으려고했는뎅 오자마자 뚜껑열었더니 익은냄새 나서 바로 통에담에 냉장고에 넣었어요,2022,2,4,3,0
176,요즘 배추값이 내려서 다행입니다가을배추 출하가 한창인 제철때라 그런지  배추가 무르지않고 아삭하고 다네요익은면 어떨지 모르겠는데일단 익기전 먹어본  맛은 괜찮은거 같습니다,2022,4,11,4,1
177,첨시켜는데요 제입에 딱맞는게 맛있어요국내산 믿고 구입했는데 잘한 선택이었네요양념도 아끼지 않고 많이 넣었고가격저렴하구요잘먹을게요재구매 할게요,2021,3,7,4,1
178,사대부 포기김치 잘 받았습니다저가 생김치를 않먹어서 아직 맛은 모르고다만 김치 색이 고추가루가 적어보이는데먹어 보질 못해서ㅋ그리고 김치 국물이 좀 많습니다,2021,4,11,4,1
179,포장도 깔끔하고 배송도 빠르게 왔어요김치 속도 적당하고 간도 괜찮아요 가성비 대비 김치 맛이 깔끔해서 다음에도  재구매 하고 싶네요,2022,1,2,3,1
180,포장상태도 깔끔하고 빠른배송감사합니다김치맛은 약간짠듯하나 맛있는것같아요김치를 주문해서 사먹는편입니다정착하고계속해서 주문해서 먹는김치가되길바래며,2022,3,8,4,1
181,빛깔도 예쁘고 밖에 하루 뒀다가냉장고애 넣으니 맛도 좋네요익은걸 좋아해서근데 냉동팩 넣다가 비닐에 구멍이 났나봐요국물이 조금 흐르긴했는데 포장하실때 주의부탁드려요,2022,3,8,4,1
182,배송이 며칠 걸리긴했지만 김치 시킨것 중에 제일 빨리 왔어요 양념도 많고 김치가 맛있어요 국산김치 저렴하게 사서 매우 만족합니다,2021,4,10,4,1
183,진짜 최고야지금까지 구입한 김치중 제일 맛있어요양념도 많이 들어가있고속이 꽉찼어요아쉬운건 비닐포장이 한번만 쌓여있어서 아쉬웡박스가 파손되어 왔어서 자칫하면 국물이 셀뻔쌨어요,2021,4,10,4,1
184,김치 맛있는 곳을 찾지 못해 늘 이곳저곳에서 김치를 샀었는데 사대부 김치 먹어보고 나서 이제 다른 곳 김치 알아볼 필요가 없어졌어요정말 맛있고 칼칼한 맛이네요다음에도 꼭 사대부김치 주문할거에요,2023,1,3,4,1
185,배송빠르고 포장완벽하게왔습니다맵지않고 젓갈이 많이들어간 맛이납니다완적익은 김치는아니고 아삭한 느낌의 식감이납니다전체적으로 가성비 괜찮습니다,2021,2,6,4,1
186,김치맛있네요 국내산 재료를 사용한다해서믿고 구매했어요 김치국물인가 뭔가가 조금 새어나온듯하네요 비닐포장이 새는것같지않은데다음에 포장도 더 신경써주시면 감사하겠습니다,2022,1,3,4,1
187,사대부김치만 번째 구매인데 변하지 않는 맛이라 참 좋네요 김치가 맛있어 재구매하면 맛이 달라져오는 브랜드가 많은데 사대부는 그런 걱정없이 주문할 수 있어 정말 좋아요번창하세묘,2022,3,7,4,1
188,국내산 재료로 갓 담근 김치입니다  조미료 맛이 없구요 집에서 짜지않게 만든 김치라서 더 좋아요 인공적인 단맛을 싫어하는 사람들한테 잘 맞는 김치이네요,2021,4,10,4,1
189,집에서 담은 김치맛이예요달고 짜지않고 자극적이지않아 좋아요품질유지기한이  월일로 되어 있어요방금 담은 김치맛이구요아쉬운점은 줄기부분이 덜 절여진거 같아요,2021,4,10,4,1
190,품질좋고 맛이 최고좋은 사대부 포기김치 전에구입해서 맛있게 먹어서 또구입햇는데포장을 개봉하니 맛있는 냄새가 확풍겨 잘먹겟슴니다감사하고 다먹고 또구입하겟슴니다,2022,1,2,4,1
191,올해 김장김치가 벌써 다 먹어서구매합니다우연한 기회에 알게된  사대부 김치맛있어요김치는 담그어 먹자는 사람중 한명인데이제 나이드니 판매하는 김치에 눈이 가네요ㅋ,2022,3,7,4,1
192,폭염이라 금방 익을까봐 간을 좀 세게 하신거죠 짠맛 때문인지 씁쓸한 맛이 느껴지는건 에 길들여진 제입맛 때문이겠죠하루 식탁에 놔둬서 익혀 먹으니 좀 낫네요 잘 먹겠습니다,2021,3,7,4,1
193,배송조회 확인해보니 중간에 사고발생한것 같은데박스파손 교체한것으로보이고 교체중 아이스팩도 빠져서 보내줘서 이 무더위에 김치가 벌써 신맛이나 제품 불만족함,2021,3,8,4,0
194,오랫만에 사대부 구입했는데배추에 점박이가 왜케 많을까요새김치는 맛있으니 머 괜찮은데검은 점 많은 부분은사용안하심이 좋겟어요먹을때 입맛떨어져요,2021,3,9,3,0
195,에  괜찮은 가격대임 보통 중국산 고추가루만 쓴게 만원 초반이고 고추가루까지 다 국산쓰면 만이상임포장 배송 맛 괜찮았어요,2021,4,10,4,1
196,전라도김치를 좋아하는데여기 김치는 서울식 스타일이라젓갈맛이 많이 안나서 첨엔 맛이좀 기대이하였는데 익히니까깔끔하니 맛나네요다 먹구 또 올께요,2021,4,11,3,1
197,맛있긴한데 많이 달달해요조금만 덜 달면 더 시원할것 같은데사람입맛이 다 다르니 제 주관적인 평입니다그래도 근래 주문한 김치중에는 제일 괜찮아서재주문할것같습니다,2022,2,4,4,1
198,상품평이 좋아서 처음 주문했는데대박 맛있어요쿠폰으로 가격도 저렴하게 구매했습니다지인들에게강추했어요앞으로 김치는  요기서만 주문할거에요,2022,3,8,4,1
199,배추 상태 너무 좋아요 최근에 구입한 배추김치중 최고 좋아요 맛도 너무 짜지 않고 적당해서 좋습니다 중간에 배송사고가 있긴했지만 빠른 대처해주시고 감사합니다,2021,4,10,4,1
200,주문김치 절대 드시지 않는 다던  어머니가인정한 김치입니다 첫 주문때 너무 맛있게 먹었지만두번째도 과연 일정한 품질을 유지할까 했는데 아주 만족합니다,2022,4,10,4,1
201,첨엔 싱거워서 맛이 좀 그랬는데 시간이 좀 지나니 오히려 짜지않고 아삭해서 잘 먹고있어요 국산재료라 믿고 구매 더구나 저렴하게 살 수 있어서 좋았어요감사합니다 ,2023,1,1,4,1
202,맛이 나지 않고 적당하게 맛있습니다 배추가 싱싱하고 맛나요 쿠폰 받아서 저렴하게 구매했는데 또사려니 쿠폰이 끝났네요 다음 기회에 또,2021,2,4,4,1
203,배송 빠르고 좋습니다근데 아이스팩 하나는 터져서 아이스박스 안에 물이 흥건하네요김치는 시어서 찌개만해서 먹어야할거 같네요포장을 좀신경쓰셔서야할거 같네요,2021,3,8,2,0
204,가성비 좋은 김치에요 국산재료에 이가격이라면 믿고 먹을만 하지요 여러번 주문해서 먹고 있네요 가격이 그대로라면 꾸준히 구매할테지요,2021,4,11,3,1
205,가끔 김치를 사먹을 때면 저염김치라고  좀 심심하면서도 달짝찌근한 맛이 대부분인데 사대부김치는 단맛이 적고 간도 적당히 간간하니 맛있네요 잘 익혀서 먹어야죠 ㅎ,2021,4,12,4,1
206,한번은  비닐이 터지는건 이해가 가지만   연속 번 비닐이 터져 왔다는건 뭔가 문제가 있지 않나요 국물이 이미 박스에 차고 다음에 또 시켜 먹을수 있을까요,2022,2,5,2,0
207,젓갈이며 고추가루 한 톨까지  국내산에 무  이걸로 끝   거기에 쿠폰가로 인해 가격 착하고 무엇보다 맛도 어디하나 흠잡을데 없었음,2022,3,9,4,1
208,지금까지 구매한 김치중 포기가너무작은게 많아요배추가 원래 작은건지갓 담근 김치는 아님구매후기 차이가 있습니다재구매 생각은없습니다생산지 판매처가 다르네요,2021,2,6,1,0
209,안익혀서 배송되었네요국내산 양념이라 믿고 구매하였는데생김치 맛을보니 좋아요숙성시키려고 일정도 냉장보관하지않고 포장박스대로 두었는데  익으면 더맛있겠지요,2021,4,12,3,1
210,늘 배추가 짧막하고 국물도 많지않고 간도 맵기도 우리 입맛에는 잘 맞아서몇년째 먹고 있습니다  이번에는 짧막하기는 한데 통이 좀 크네요 맛 있게 잘 먹겠습니다,2022,2,5,3,1
211,간만에 맛있는 김치 샀어요벌써 배추가 맛있을 철인가봐요양념도 맛있지만 배추가 맛이 들었네요슴슴해서 반포기씩 먹내요금방 다먹고 또 주문할거 같아요,2021,4,10,4,1
212,갓담은 생김치가 먹고 싶어서 구매했는데생김치가 아니고  익은김치가 왔네요  후기도 괜찮길래 구매했는데 양념도 덜발려 허옇고 실망 이네요 다시는 재구매 안해요,2022,2,4,0,0
213,배송이 무척 빠릅니다김치국물이 흘러서 박스가 엉망입니다국물이 거의 없어서 곰팡이가 필 것 같아 걱정입니다비닐을 두겹으로 포장을 개선해주시길 바랍니다,2022,4,11,2,0
214,배송도빠르구요 거기다가 아이스팩을 넣어주셧는데 녹지않고 팩이 괜찮구 좋더라구요 무엇보다 프로 국산이구 간도 적당히베어잇어 맛이 더좋네요  다먹고 제구매할거 갖아요,2021,4,10,4,1
215,판매자는 사진을 보기를 바랍니다이런 김치를 판매하는 것은 잘못된 것 아닌가 묻고 싶네요김치 킬로에서 두세 포기가 이런 상태의 재활용한 김치로 보였습니다,2022,2,6,0,0
216,배송일 확인불가라 일주일정도는 기다려야지 햇는데 생각보다는 빨리 잘받앗어여가족들이 익은김치는 안먹어서 항상 생김치를 주문하는데 예전에 먹어보고 재구매 햇는데 맛잇게 잘먹네여,2022,4,10,3,1
217,코로나때 다른구입처에서 구매하고 맛있어서 이곳에서만 사먹습니다 김장전에 김치가 똑 떨어져서 이번에도 구입했어요 배추도 양념도 맛있네요 번창하세요,2022,4,11,4,1
218,배추는 물론 고추가루까지 모두 국내산이라 믿고 주문해요 오자마자는 익지 않아서 생김치인데 잘 익혀서 막으니 넘넘 맛있어요 라면 먹늘때 설렁탕먹을때너무 좋아요,2022,4,11,3,1
219,이번 번째인것 같은데 이번은 뭔가 잘못된것인지물김치를 시킨건가 의심들정도로 심심하고 허였게포기김치가 아닌것 같아요사대부 정말 좋왔었는데이번은 실망,2021,2,4,0,0
220,생김치먹고시퍼 부탁문의까지했는데 열자마자 포장이 빵빵익어서오고 양념이 넘적고 절임이 짰었는지 김치간은 맞네요 전체적인 맛은 나쁘지않네요,2021,3,8,2,0
221,배추포기가 크지 않고 국물도 적당하고 맵기도 적당해서 만족합니다  여러번 주문해서 먹어 봤지만 이번 김치가 맘에 들어요,2021,4,11,4,1
222,요즘 김치가 말이 많은데 일단 외관은 합격배송도 빠르고 배추도 싱싱하고 아직 생이라 맛은 더기다려봐야 알것같고요 싸게 잘샀어요맛있으면 또 주문하고싶어요,2022,1,3,4,1
223,첫구매때 너무 맛있어서 재구매했는데 더 맛있어진  김치가 왔네요 생김치도 맛있었고 익은 후에 끓여 먹는 김치째개는 정말 예술이더라구요 잘 먹을게요 번창하세요,2022,1,3,4,1
224,올킬세일에 쿠폰까지 써서 엄청 싸게 구매했는데 배송을 일주일 기다리느라 살빠졌네요 ㅎ 우려했던거와 달리 익지 않은 생김치에 가까운 상태로 와서 감사해요 맛있게 익혀 먹어볼랍니다,2022,3,8,4,1
225,푸른잎배추는 질겨서 별론데 하나도 아니고 두 개나 바닥면에 두신건 좀 아니지 않나 싶네요양도 예잔보다 살짝 적은듯하고 배송증 아이스 박스 파손이라 기분이 볘로네요,2022,4,11,2,0
226,국내산이라 믿고 구매했네요 반포기쪽 작은 쪽개 무게는 맞는거 같아요 비닐포장이 빵빵해젔긴 한데 보기에 괜찮아 보이네요 맛은 아직 먹어봐야겠네요,2021,2,4,4,1
227,처음 주문해서 방금 시식  제 입맛에는조금 단맛이 양념이 너무 하얗고 익혀서김치 찌게 해서 먹을려구요저렴하게구매해서  만족합니다,2021,4,11,3,1
228,배송도빠르고 예전부터 사먹어볼려고 고민해보던 김치였는데맛좋아요  전라도사람인데 많이짜게먹는편이 아니라 김치맛있어요 여기로정착해야겠습니다 국산이라 좋네요,2021,4,10,4,1
229,한 번 먹어보고 계속 주문합니다 한동안 비싸서 걱정했는데 다시 적당한 가격이 되어 좋아요 잘 먹겠습니다 물 넣은 친환경 팩을 넣어 주셔서 더 좋아요,2022,4,11,4,1
230,절임 및 양념은 적당히 버무려졌네요어쩌다 덜 버무려진게 가끔 있을 수 있어요만족합니다약간의 단맛과 심심함은 케바케신선도 좋아요,2023,1,1,4,1
231,항상사대부김치먹고있는데몇년째 포장을잘못한건지 박스는거의부서지고 안에내용물은 다터지고 먹는음식인데 정말너무하네요 배송시너무함부로하는 느낌이네요 사진첨부합니다,2022,4,10,0,0
232,포장 튼튼 빠른 배송저렴한 가격 등 모두 만족합니다아직 개봉 전이라 맛은 잘 모르겠으나 백퍼센트 국산이라니믿고 구매 확정합니다,2022,4,11,4,1
233,시큼한 김치를 받았습니다아무리 더운 날씨라해도 잘 이해가 가지않네요담근지 한참된 김치를 보낸 것으로 의심됩니다다른데서 먹다가 바꿔봤는데 실망스럽고 후회됩니다,2021,3,8,0,0
234,짤까봐 걱정했는데 너무 싱거워요 배송하루만에 살짝 익어서 온 것은 여름이라 어쩔 수 없다 하겠지만 안에 얼음이 두개밖에 없고 다 녹아버린 건 포장에서 배려가 없는 듯 합니다,2022,3,7,2,0
235,와우 김치 정말 맛이 좋네요행사할때 싸게 잘 샀어요온가족이 감동백배였답니다 정말 맛이 좋아요근데 비닐백으로 한번만더  포장해 주셨으면 참 좋겠어요,2022,3,8,4,1
236,김치가 터져서 와서 속상해요스티로폼 바닥에 국물이 흥건할 뿐아니라 옆부분에도 국물이 튀어서 엉망먹어도 되는지 찝찝해요 맛있어서 두 번째 주문한건데,2023,1,2,4,0
237,짜지않고 시원하고 맛있어요배추도 너무 두껍지않고 잘 절여졌어요김장김치와 겉절이가 있지만 올해는 장마가 이르다고해서 미리 구매한건데 맛있어서 금방먹을거 같아요,2021,2,6,4,1
238,계절에 따라 배추상태가 조금씩 다른점은 있지만짜지도 않고 제입맛에 적당하고 좋아 식당에서 꾸준히 쓰고있는 김치 입니다 손님들도 맛있다고,2022,1,1,3,1
239,가성비 좋은 김치입니다달지 않은 게 제일 맘에 듭니다 그래서 푹 익었어서 살짝 쉬었을때 김치콩나물국 끓이니까 시원하고 맛이 좋았어요잘 먹겠습니다,2022,1,1,3,1
240,저번에 시켜먹고 생각나서 재주문했네요 생김치로 싱싱하게 잘왔고 간도 딱좋아요 계절에 따라 넣는게 좀다르던데 전갠적으로 갓보다 부추랑 무우가 깔끔하네요,2021,4,10,4,1
241,죄송합니다제가 멀리 좀 다녀오느라 깜밖해서 이제야 구매결정을 합니다김치 잘 받았고 정말 맛이 있네요계속 주문할 겁니다앞으로도 이맛 변치않고 맛있게 부탁드립니다,2021,4,11,4,1
242,늘 믿고 먹는 김치였는데 이번건 배추가 질기고 맛도 그래요  그동안 너무 맛있게 먹었는데 뭐가 달라진걸까요 익히면 괜찮을까하여 밖에 두고 익히는중입니다,2022,1,1,2,0
243,집에 익은 신김치가 많아 생김치 먹으려고 주문했는데 배송 받아 보니 김치가 쯤 익어서 순간적으로  실망함 김치는 짜지 않고 맛있어요,2021,3,9,3,0
